model_name,gpu,batch_size,seq_len,mean_ms,std_ms,p50_ms,p95_ms,n_runs,noisy,peak_memory_mb,actual_gpu_name,actual_mem_gb,actual_sm_count,attn_impl,platform,cuda_version,driver_version,torch_version,timestamp
gpt2-medium,t4,8,256,122.76672943115234,0.8374202867920578,122.89244842529297,123.86962890625,100,False,1258.412032,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:36:40+00:00
gpt2-medium,t4,8,512,276.77495330810547,0.7508812127151097,276.77081298828125,278.3498229980469,100,False,1770.46528,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:36:59+00:00
gpt2-medium,t4,8,1024,686.6203076171874,1.6200025303660461,686.6780395507812,689.1375732421875,100,False,2795.341824,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:37:42+00:00
gpt2-medium,t4,12,32,21.778131790161133,0.22453357589376155,21.818815231323242,22.018047332763672,100,False,842.369024,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:39:26+00:00
gpt2-medium,t4,12,64,42.73304969787598,0.35304109545392326,42.74380874633789,43.26015853881836,100,False,938.90304,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:39:30+00:00
gpt2-medium,t4,12,128,87.20736923217774,0.3931868852370272,87.20454406738281,87.92681884765625,100,False,1131.447296,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:39:38+00:00
gpt2-medium,t4,12,256,182.39410385131836,0.4573061400149511,182.46217346191406,183.1075897216797,100,False,1514.438656,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:39:52+00:00
gpt2-medium,t4,12,512,409.60332427978517,0.7678965331441157,409.75341796875,410.7435607910156,100,False,2282.518528,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:40:20+00:00
gpt2-medium,t4,12,1024,1018.3294000244141,1.508521565841805,1018.237548828125,1021.3198852539062,100,False,3818.784768,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:41:23+00:00
gpt2-medium,t4,16,32,29.568430995941164,0.30543302548618784,29.58697509765625,30.11747169494629,100,False,898.489344,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:43:57+00:00
gpt2-medium,t4,16,64,56.53566074371338,0.3121641891395059,56.588287353515625,57.024513244628906,100,False,1002.385408,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:44:02+00:00
gpt2-medium,t4,16,128,114.56483535766601,0.5563878030521315,114.54854583740234,115.5788803100586,100,False,1258.412032,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:44:11+00:00
gpt2-medium,t4,16,256,241.82104888916015,0.6024296280584833,241.7683563232422,243.01773071289062,100,False,1770.46528,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:44:30+00:00
gpt2-medium,t4,16,512,556.0063055419922,1.0069467040253528,556.090087890625,557.736083984375,100,False,2795.341824,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:45:07+00:00
gpt2-medium,t4,16,1024,1355.9728344726564,1.6326313279150273,1356.160888671875,1358.4478759765625,100,False,4842.784768,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:46:32+00:00
bert-base,t4,1,32,9.185826921463013,1.3155728681221512,8.721920013427734,12.48038387298584,100,True,247.346176,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:49:56+00:00
bert-base,t4,1,64,8.405689296722413,0.2613016111994793,8.359423637390137,8.517056465148926,100,False,249.39776,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:50:03+00:00
bert-base,t4,1,128,8.362014093399047,0.3522787268883812,8.296799659729004,8.952192306518555,100,False,253.945344,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:50:05+00:00
bert-base,t4,1,256,8.934408588409424,0.47402987853343825,8.761343955993652,9.783295631408691,100,True,262.334976,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:50:07+00:00
bert-base,t4,1,512,10.319561290740968,0.18941571061723608,10.263839721679688,10.635071754455566,100,False,278.125056,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:50:08+00:00
bert-base,t4,2,32,9.600826864242554,1.4505007621015051,9.299967765808105,10.788352012634277,100,True,249.39776,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:50:11+00:00
bert-base,t4,2,64,8.815207738876342,0.44965513518534217,8.749600410461426,9.380255699157715,100,True,253.945344,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:50:13+00:00
bert-base,t4,2,128,8.983068141937256,0.3813660428054344,8.84227180480957,9.703424453735352,100,False,262.334976,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:50:15+00:00
bert-base,t4,2,256,9.592668104171754,0.2737205955656876,9.545727729797363,10.104543685913086,100,False,278.125056,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:50:17+00:00
bert-base,t4,2,512,20.137819271087647,0.13381433252435504,20.148256301879883,20.320640563964844,100,False,310.956544,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:50:19+00:00
bert-base,t4,3,32,8.68591007232666,0.22528580520595035,8.734720230102539,8.928768157958984,100,False,251.449856,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:50:22+00:00
bert-base,t4,3,64,8.886320333480835,0.20376027765465526,8.840607643127441,9.326272010803223,100,False,257.681408,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:50:24+00:00
bert-base,t4,3,128,9.417078075408936,1.8412628058727711,9.218048095703125,9.419039726257324,100,True,269.917184,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:50:26+00:00
bert-base,t4,3,256,12.935056343078614,0.7426252560033996,12.803903579711914,13.262944221496582,100,True,294.5408,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:50:28+00:00
bert-base,t4,3,512,28.898367595672607,0.18718407416679525,28.888063430786133,29.186399459838867,100,False,344.396288,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:50:30+00:00
bert-base,t4,4,32,9.457406749725342,0.4662410395829027,9.48630428314209,10.309887886047363,100,False,253.945344,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:50:36+00:00
bert-base,t4,4,64,9.00707685470581,0.41894970382081065,8.923423767089844,9.232383728027344,100,False,262.334976,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:50:38+00:00
